,Unnamed: 0,latitude,longitude,geoname_id,location_type_name,location_type_code,location_details
1028,1028,-1.94995,30.05885,202061,capital of a political entity,PPLC,Kigali
1029,1029,-1.9583,30.0931,7595642,populated locality,PPLL,Kigali
1030,1030,-1.9527,30.116,202472,populated place,PPL,"Kigali, Rwanda"
1031,1031,-1.94995,30.05885,202061,capital of a political entity,PPLC,"Kigali, Rwanda"
1032,1032,-2.1597,30.5427,202068,populated place,PPL,"Kibungo, Rwanda"
1033,1033,-1.9705,30.2248,202882,populated place,PPL,"Kabuga, Rwanda"
1034,1034,-1.94995,30.05885,202061,capital of a political entity,PPLC,"Kabuga, Rwanda"
1035,1035,-2.1547,30.0075,384477,populated place,PPL,Gatsibo and Rulindo
1036,1036,-1.59185,30.45535,7688800,second-order administrative division,ADM2,Gatsibo and Rulindo
1037,1037,-1.73828,29.99794,7688807,second-order administrative division,ADM2,Gatsibo and Rulindo
1038,1038,-1.5946,30.2251,202253,populated locality,PPLL,Gatsibo and Rulindo
1040,1040,6.21269,7.07199,2348773,seat of a first-order administrative division,PPLA,Nnamdi Azikiwe University
1043,1043,5.55602,-0.1969,2306104,capital of a political entity,PPLC,"Anti-Malaria Research Centre, Korle-Bu Teaching Hospital, Accra, Ghana"
1044,1044,5.55602,-0.1969,2306104,capital of a political entity,PPLC,"Ministry of Foreign Affairs, Accra"
1045,1045,-3.0,36.366,153246,second-order administrative division,ADM2,"Longido, Arumeru districts"
1046,1046,-3.305,36.801,161327,second-order administrative division,ADM2,"Longido, Arumeru districts"
1047,1047,-2.73319,36.69773,155848,seat of a second-order administrative division,PPLA2,"Longido, Arumeru districts"
1048,1048,-6.16176,39.19128,149734,section of populated place,PPLX,Zanzibar
1049,1049,-6.16667,39.33333,148729,region,RGN,Zanzibar
1052,1052,-10.39061,35.40004,877400,second-order administrative division,ADM2,Songea district
1054,1054,14.6937,-17.44406,2253354,capital of a political entity,PPLC,Dakar 
1056,1056,5.75,0.0,2300569,first-order administrative division,ADM1,from Tema to Accra and Kumasi to Paga
1057,1057,6.5,-0.5,2301360,first-order administrative division,ADM1,from Tema to Accra and Kumasi to Paga
1058,1058,5.6698,-0.01657,2294700,populated place,PPL,from Tema to Accra and Kumasi to Paga
1059,1059,5.80893,-0.35026,2297141,populated place,PPL,from Tema to Accra and Kumasi to Paga
1060,1060,5.55602,-0.1969,2306104,capital of a political entity,PPLC,from Tema to Accra and Kumasi to Paga
1061,1061,6.68848,-1.62443,2298890,seat of a first-order administrative division,PPLA,from Tema to Accra and Kumasi to Paga
1062,1062,10.895,-1.09389,7648992,second-order administrative division,ADM2,from Tema to Accra and Kumasi to Paga
1063,1063,5.61667,-0.23333,2306046,section of populated place,PPLX,from Tema to Accra and Kumasi to Paga
1065,1065,5.55602,-0.1969,2306104,capital of a political entity,PPLC,"Korle-Bu Teaching Hospital, Accra, Ghana"
1066,1066,-1.9583,30.0931,7595642,populated locality,PPLL,Kimihurura
1069,1069,8.0,10.5,2597366,first-order administrative division,ADM1,Taraba
1070,1070,6.72556,11.25652,2341275,populated place,PPL,Taraba
1073,1073,5.75,0.0,2300569,first-order administrative division,ADM1,"Kpong, Ghana and Accra, Ghana"
1074,1074,5.81551,-0.11757,2296196,populated place,PPL,"Kpong, Ghana and Accra, Ghana"
1075,1075,6.15861,0.06261,2299144,populated place,PPL,"Kpong, Ghana and Accra, Ghana"
1076,1076,5.55602,-0.1969,2306104,capital of a political entity,PPLC,"Kpong, Ghana and Accra, Ghana"
1077,1077,5.64152,-0.1776,2296367,section of populated place,PPLX,"Kpong, Ghana and Accra, Ghana"
1078,1078,-1.2952,30.3226,201650,populated place,PPL,Rwamagana
1079,1079,-1.9487,30.4347,201463,seat of a first-order administrative division,PPLA,Rwamagana
1082,1082,10.33333,-2.25,2294286,first-order administrative division,ADM1,"Upper West, Upper East and Northern Regions, Ghana"
1083,1083,10.75,-0.75,2294291,first-order administrative division,ADM1,"Upper West, Upper East and Northern Regions, Ghana"
1084,1084,9.5,-1.0,2297169,first-order administrative division,ADM1,"Upper West, Upper East and Northern Regions, Ghana"
1086,1086,7.15181,0.47362,2300372,populated place,PPL,"Eastern Corridor, Ghana"
1087,1087,5.6698,-0.01657,2294700,populated place,PPL,"Eastern Corridor, Ghana"
1088,1088,9.44272,-0.00991,2293801,populated place,PPL,"Eastern Corridor, Ghana"
1089,1089,6.41626,0.17306,2304083,populated place,PPL,"Eastern Corridor, Ghana"
1090,1090,11.14714,-0.20963,2298918,populated place,PPL,"Eastern Corridor, Ghana"
1091,1091,7.40941,0.46771,2300178,populated place,PPL,"Eastern Corridor, Ghana"
1092,1092,10.63195,-0.18191,2297678,populated place,PPL,"Eastern Corridor, Ghana"
1093,1093,8.85488,0.05922,2303026,populated place,PPL,"Eastern Corridor, Ghana"
1097,1097,33.53333,-7.58333,2553603,first-order administrative division,ADM1,Berchid-Beni Mellal
1098,1098,33.0,-7.16667,2597548,first-order administrative division,ADM1,Berchid-Beni Mellal
1099,1099,32.5,-8.75,2597549,first-order administrative division,ADM1,Berchid-Beni Mellal
1100,1100,32.16667,-6.41667,2597555,first-order administrative division,ADM1,Berchid-Beni Mellal
1101,1101,33.06635,-7.24161,2556076,populated place,PPL,Berchid-Beni Mellal
1102,1102,34.01325,-6.83255,2538475,capital of a political entity,PPLC,Berchid-Beni Mellal
1103,1103,32.33725,-6.34983,2555745,seat of a first-order administrative division,PPLA,Berchid-Beni Mellal
1104,1104,33.08333,-7.41667,2537405,second-order administrative division,ADM2,Berchid-Beni Mellal
1105,1105,33.99111,-6.84006,2538474,second-order administrative division,ADM2,Berchid-Beni Mellal
1106,1106,32.93333,-6.6,2544246,second-order administrative division,ADM2,Berchid-Beni Mellal
1107,1107,32.9,-8.5,2550076,second-order administrative division,ADM2,Berchid-Beni Mellal
1108,1108,32.5,-6.33333,2555742,second-order administrative division,ADM2,Berchid-Beni Mellal
1109,1109,33.5884,-7.55785,6547294,second-order administrative division,ADM2,Berchid-Beni Mellal
1110,1110,33.52012,-7.5035,6547303,second-order administrative division,ADM2,Berchid-Beni Mellal
1111,1111,33.07141,-7.24358,6546108,third-order administrative division,ADM3,Berchid-Beni Mellal
1112,1112,33.55326,-7.49058,6546782,third-order administrative division,ADM3,Berchid-Beni Mellal
1113,1113,33.55808,-7.48647,2527271,seat of a third-order administrative division,PPLA3,Berchid-Beni Mellal
1114,1114,32.8627,-6.57359,2540689,seat of a third-order administrative division,PPLA3,Berchid-Beni Mellal
1115,1115,32.88108,-6.9063,2544248,seat of a third-order administrative division,PPLA3,Berchid-Beni Mellal
1116,1116,32.5977,-6.26844,2544720,seat of a third-order administrative division,PPLA3,Berchid-Beni Mellal
1117,1117,33.26553,-7.58754,2556272,seat of a third-order administrative division,PPLA3,Berchid-Beni Mellal
1118,1118,34.01325,-6.83255,2538475,capital of a political entity,PPLC,Rabat
1121,1121,-4.7,55.51667,448410,first-order administrative division,ADM1,Au Cap
1124,1124,-4.63333,55.45833,241251,first-order administrative division,ADM1,"Glacis, Les Mamelles and the Corgate Estate at Mont Fleuri"
1125,1125,-4.575,55.44167,241336,first-order administrative division,ADM1,"Glacis, Les Mamelles and the Corgate Estate at Mont Fleuri"
1126,1126,-4.61667,55.5,448408,first-order administrative division,ADM1,"Glacis, Les Mamelles and the Corgate Estate at Mont Fleuri"
1128,1128,14.72051,-17.1816,2595640,populated place,PPL,Diamniadio
1131,1131,5.58365,-0.10722,2294665,section of populated place,PPLX,"Accra, Ghana"
1132,1132,1.86391,9.76582,2310046,seat of a first-order administrative division,PPLA,Bata
1144,1144,-15.40669,28.28713,909137,capital of a political entity,PPLC,Kamwala area in Lusaka
1147,1147,7.0,3.58333,2327546,first-order administrative division,ADM1,"Katsina, Kaduna, Ogun, Federal Capital Territory"
1148,1148,12.25,7.5,2334797,first-order administrative division,ADM1,"Katsina, Kaduna, Ogun, Federal Capital Territory"
1149,1149,10.33333,7.75,2335722,first-order administrative division,ADM1,"Katsina, Kaduna, Ogun, Federal Capital Territory"
1150,1150,8.83333,7.16667,2352776,first-order administrative division,ADM1,"Katsina, Kaduna, Ogun, Federal Capital Territory"
1151,1151,9.05785,7.49508,2352778,capital of a political entity,PPLC,"Katsina, Kaduna, Ogun, Federal Capital Territory"
1154,1154,15.55177,32.53241,379252,capital of a political entity,PPLC,Friendship Hall in Khartoum
1155,1155,16.01141,32.57978,379331,populated place,PPL,50 km to the north of Khartoum at El-Gaili (Al Jaily)
1159,1159,6.13748,1.21227,2365267,capital of a political entity,PPLC,Lome
1160,1160,6.13748,1.21227,2365267,capital of a political entity,PPLC,Lome
1165,1165,12.04888,24.88069,369004,seat of a first-order administrative division,PPLA,"Nyala, South Darfur State"
1166,1166,7.5,1.16667,2364370,first-order administrative division,ADM1,Agou-Gadzepe
1167,1167,8.66667,1.0,2367237,first-order administrative division,ADM1,Agou-Gadzepe
1168,1168,6.88333,0.73333,2368301,populated place,PPL,Agou-Gadzepe
1169,1169,6.73333,0.76667,2597441,second-order administrative division,ADM2,Agou-Gadzepe
1170,1170,6.13748,1.21227,2365267,capital of a political entity,PPLC,Lome
1171,1171,6.13748,1.21227,2365267,capital of a political entity,PPLC,"Sanguera, Mission-Tove"
1180,1180,8.484,-13.22994,2409306,capital of a political entity,PPLC,Freetown
1181,1181,8.47952,-13.249,8468690,stadium,STDM,Freetown
1182,1182,8.484,-13.22994,2409306,capital of a political entity,PPLC,Freetown
1183,1183,8.48547,-13.2328,7874691,building(s),BLDG,Freetown
1184,1184,8.484,-13.22994,2409306,capital of a political entity,PPLC,"Moyamba, Kambia, Freetown, Bombali and Port Loko"
1185,1185,8.72386,-12.75904,2404431,second-order administrative division,ADM2,"Moyamba, Kambia, Freetown, Bombali and Port Loko"
1186,1186,8.0629,-12.44401,2405008,second-order administrative division,ADM2,"Moyamba, Kambia, Freetown, Bombali and Port Loko"
1187,1187,9.18251,-12.81309,2408083,second-order administrative division,ADM2,"Moyamba, Kambia, Freetown, Bombali and Port Loko"
1188,1188,9.28444,-12.16449,2409983,second-order administrative division,ADM2,"Moyamba, Kambia, Freetown, Bombali and Port Loko"
1189,1189,8.484,-13.22994,2409306,capital of a political entity,PPLC,Freetown
1190,1190,8.48675,-13.22738,8468756,bridge,BDG,Freetown
1193,1193,7.96472,-11.73833,2410048,seat of a first-order administrative division,PPLA,Bo Province
1207,1207,8.46896,-13.19281,2407700,populated place,PPL,Kissy mechanical workshop
1213,1213,7.87687,-11.19025,2407790,seat of a first-order administrative division,PPLA,"Bo, Kenema, Kailahu, Pujehun, Kono, Moyamba"
1214,1214,7.96472,-11.73833,2410048,seat of a first-order administrative division,PPLA,"Bo, Kenema, Kailahu, Pujehun, Kono, Moyamba"
1215,1215,7.95171,-11.19004,2407781,second-order administrative division,ADM2,"Bo, Kenema, Kailahu, Pujehun, Kono, Moyamba"
1216,1216,7.98877,-11.6734,2410021,second-order administrative division,ADM2,"Bo, Kenema, Kailahu, Pujehun, Kono, Moyamba"
1219,1219,8.33184,-13.07047,2566413,populated place,PPL,"Kossoh Town, Hastings, Freetown"
1221,1221,8.76609,-12.78696,2404433,populated place,PPL,Port Loko
1223,1223,8.43194,-13.28972,2408770,populated place,PPL,"Freetown, Bo, Kenema"
1224,1224,8.16414,-10.81091,2410047,populated place,PPL,"Freetown, Bo, Kenema"
1225,1225,8.484,-13.22994,2409306,capital of a political entity,PPLC,"Freetown, Bo, Kenema"
1226,1226,7.87687,-11.19025,2407790,seat of a first-order administrative division,PPLA,"Freetown, Bo, Kenema"
1227,1227,7.95171,-11.19004,2407781,second-order administrative division,ADM2,"Freetown, Bo, Kenema"
1228,1228,7.98877,-11.6734,2410021,second-order administrative division,ADM2,"Freetown, Bo, Kenema"
1235,1235,9.53795,-13.67729,2422465,capital of a political entity,PPLC,"Conakry, Guinea"
1236,1236,13.0,25.0,376731,administrative division,ADMD,Darfur
1251,1251,-15.40669,28.28713,909137,capital of a political entity,PPLC,Lusaka
1256,1256,-15.40669,28.28713,909137,capital of a political entity,PPLC,Lusaka
1257,1257,-15.4,28.46667,910582,locality,LCTY,Lusaka
1258,1258,9.53795,-13.67729,2422465,capital of a political entity,PPLC,"Conakry, Ghana"
1259,1259,9.53795,-13.67729,2422465,capital of a political entity,PPLC,"Ignace Deen National Hospital, Conakry, Guinea"
1260,1260,9.53795,-13.67729,2422465,capital of a political entity,PPLC,"School of Public Administration, Labour and Civil Service Ministry, Conakry, Guinea"
1267,1267,9.6,-13.65,2419495,populated place,PPL,"Kipe, Conakry, Guinea"
1268,1268,9.53795,-13.67729,2422465,capital of a political entity,PPLC,"Kipe, Conakry, Guinea"
1269,1269,9.53795,-13.67729,2422465,capital of a political entity,PPLC,"Conakry, Guinea"
1270,1270,9.61667,-13.63333,2417027,populated place,PPL,"Nongo, Conakry, Guinea"
1271,1271,9.53795,-13.67729,2422465,capital of a political entity,PPLC,"Nongo, Conakry, Guinea"
1275,1275,15.0,10.5,2437797,first-order administrative division,ADM1,"Difa, Maradi, Tillaberi, and Zinder"
1276,1276,14.25,7.25,2441289,first-order administrative division,ADM1,"Difa, Maradi, Tillaberi, and Zinder"
1277,1277,16.0,13.5,2445702,first-order administrative division,ADM1,"Difa, Maradi, Tillaberi, and Zinder"
1278,1278,14.33333,2.08333,2595293,first-order administrative division,ADM1,"Difa, Maradi, Tillaberi, and Zinder"
1280,1280,11.5,24.66667,408660,first-order administrative division,ADM1,Darfur
1281,1281,13.41667,22.66667,408658,first-order administrative division,ADM1,Darfur
1282,1282,16.0,25.5,408666,first-order administrative division,ADM1,Darfur
1283,1283,11.16667,26.5,8394435,first-order administrative division,ADM1,Darfur
1284,1284,12.38333,23.3,8394436,first-order administrative division,ADM1,Darfur
1285,1285,13.0,25.0,376731,administrative division,ADMD,Darfur
1286,1286,11.5,24.66667,408660,first-order administrative division,ADM1,Darfur
1287,1287,13.41667,22.66667,408658,first-order administrative division,ADM1,Darfur
1288,1288,16.0,25.5,408666,first-order administrative division,ADM1,Darfur
1289,1289,11.16667,26.5,8394435,first-order administrative division,ADM1,Darfur
1290,1290,12.38333,23.3,8394436,first-order administrative division,ADM1,Darfur
1291,1291,13.0,25.0,376731,administrative division,ADMD,Darfur
1292,1292,13.0,25.0,376731,administrative division,ADMD,Darfur
1293,1293,11.5,24.66667,408660,first-order administrative division,ADM1,South Darfur State
1296,1296,11.15,34.1,408654,first-order administrative division,ADM1,Blue Nile State
1301,1301,11.5,24.66667,408660,first-order administrative division,ADM1,Darfur
1302,1302,13.41667,22.66667,408658,first-order administrative division,ADM1,Darfur
1303,1303,16.0,25.5,408666,first-order administrative division,ADM1,Darfur
1304,1304,13.0,25.0,376731,administrative division,ADMD,Darfur
1307,1307,9.23333,29.83333,377472,seat of a first-order administrative division,PPLA,Bentiu town
1315,1315,0.31628,32.58219,232422,capital of a political entity,PPLC,"Plot 2 Apollo Kaggwa Road, Kampala, Uganda"
1316,1316,0.32367,32.57883,8468702,section of populated place,PPLX,"Plot 2 Apollo Kaggwa Road, Kampala, Uganda"
1317,1317,0.511,33.315,443335,second-order administrative division,ADM2,Jinja
1318,1318,0.13805,32.21826,7910136,second-order administrative division,ADM2,Jinja
1320,1320,0.06444,32.44694,233508,populated place,PPL,"Kampala, Jinja, Mbarara, Mbale, Entebbe and Masaka"
1321,1321,0.31628,32.58219,232422,capital of a political entity,PPLC,"Kampala, Jinja, Mbarara, Mbale, Entebbe and Masaka"
1322,1322,-0.60467,30.64851,229268,seat of a first-order administrative division,PPLA,"Kampala, Jinja, Mbarara, Mbale, Entebbe and Masaka"
1323,1323,0.43902,33.20317,233114,seat of a first-order administrative division,PPLA,"Kampala, Jinja, Mbarara, Mbale, Entebbe and Masaka"
1324,1324,1.08209,34.17503,229278,seat of a second-order administrative division,PPLA2,"Kampala, Jinja, Mbarara, Mbale, Entebbe and Masaka"
1325,1325,-0.33379,31.73409,229380,seat of a second-order administrative division,PPLA2,"Kampala, Jinja, Mbarara, Mbale, Entebbe and Masaka"
1326,1326,0.31628,32.58219,232422,capital of a political entity,PPLC,Makerere University and Mbarara University of Science and Technology
1327,1327,-0.60467,30.64851,229268,seat of a first-order administrative division,PPLA,Makerere University and Mbarara University of Science and Technology
1328,1328,-0.5,30.6,443355,second-order administrative division,ADM2,Makerere University and Mbarara University of Science and Technology
1329,1329,0.33791,32.57702,8260559,university,UNIV,Makerere University and Mbarara University of Science and Technology
1331,1331,2.7373,31.88644,8260674,first-order administrative division,ADM1,Northern Uganda
1334,1334,0.06444,32.44694,233508,populated place,PPL,"Entebbe, Uganda"
1347,1347,2.7373,31.88644,8260674,first-order administrative division,ADM1,northern and eastern Uganda
1348,1348,0.96675,33.82622,8260673,first-order administrative division,ADM1,northern and eastern Uganda
1352,1352,-0.329,35.944,7646401,populated place,PPL,Egerton University Chinese Teaching Centre
1357,1357,0.31628,32.58219,232422,capital of a political entity,PPLC,"Plot 9-11, Sir Apollo Kaggwa Road, Kampala"
1358,1358,0.31628,32.58219,232422,capital of a political entity,PPLC,Mulago hospital
1359,1359,0.35,32.58333,228828,section of populated place,PPLX,Mulago hospital
1360,1360,-3.4264,29.9308,426272,seat of a first-order administrative division,PPLA,Gitega
1362,1362,-3.125,30.13333,428218,first-order administrative division,ADM1,"Karusi Province, Bujumbura Town Hall"
1363,1363,-3.4627,29.46259,7303940,first-order administrative division,ADM1,"Karusi Province, Bujumbura Town Hall"
1364,1364,-3.0391,30.0861,428136,populated place,PPL,"Karusi Province, Bujumbura Town Hall"
1365,1365,-3.3822,29.3644,425378,capital of a political entity,PPLC,"Karusi Province, Bujumbura Town Hall"
1366,1366,-3.26447,30.14118,7670611,second-order administrative division,ADM2,"Karusi Province, Bujumbura Town Hall"
1367,1367,-3.35826,29.3929,7670927,second-order administrative division,ADM2,"Karusi Province, Bujumbura Town Hall"
1368,1368,-3.11667,29.4,428514,first-order administrative division,ADM1,Bubangza Province
1369,1369,-3.1703,29.4026,428632,populated place,PPL,Bubangza Province
1378,1378,0.31628,32.58219,232422,capital of a political entity,PPLC,Kampala
1379,1379,-0.00825,31.35513,443787,second-order administrative division,ADM2,"Rugushuru, Sembabule, Uganda"
1380,1380,-0.07722,31.45667,226361,seat of a second-order administrative division,PPLA2,"Rugushuru, Sembabule, Uganda"
1382,1382,-4.2657,15.28048,2572183,first-order administrative division,ADM1,Brazzaville
1383,1383,-4.26613,15.28318,2260535,capital of a political entity,PPLC,Brazzaville
1385,1385,-0.5,16.0,2260487,first-order administrative division,ADM1,Owando
1386,1386,0.00694,15.63333,2257879,populated place,PPL,Owando
1387,1387,-0.48193,15.89988,2255542,seat of a first-order administrative division,PPLA,Owando
1388,1388,-0.00449,15.61193,7870306,second-order administrative division,ADM2,Owando
1389,1389,-0.665,15.974,7870312,second-order administrative division,ADM2,Owando
1390,1390,0.35156,15.43854,8504629,stream,STM,Owando
1392,1392,32.0,10.0,2464698,first-order administrative division,ADM1,Tataouine
1393,1393,36.81897,10.16579,2464470,capital of a political entity,PPLC,Tataouine
1395,1395,11.1,-10.11667,2418363,populated place,PPL,"Conakry, Guinea; Labe, Guinea"
1396,1396,9.53795,-13.67729,2422465,capital of a political entity,PPLC,"Conakry, Guinea; Labe, Guinea"
1397,1397,11.31823,-12.28332,2418362,seat of a second-order administrative division,PPLA2,"Conakry, Guinea; Labe, Guinea"
1398,1398,9.53795,-13.67729,2422465,capital of a political entity,PPLC,Conakry
1403,1403,9.53795,-13.67729,2422465,capital of a political entity,PPLC,"Conakry, Guinea"
1406,1406,11.5,24.66667,408660,first-order administrative division,ADM1,Darfur
1407,1407,13.41667,22.66667,408658,first-order administrative division,ADM1,Darfur
1408,1408,16.0,25.5,408666,first-order administrative division,ADM1,Darfur
1409,1409,11.16667,26.5,8394435,first-order administrative division,ADM1,Darfur
1410,1410,12.38333,23.3,8394436,first-order administrative division,ADM1,Darfur
1411,1411,0.23722,32.62111,228790,populated place,PPL,"Entebbe, Uganda to Kampala, Uganda; Munyonyo, Uganda"
1412,1412,0.06444,32.44694,233508,populated place,PPL,"Entebbe, Uganda to Kampala, Uganda; Munyonyo, Uganda"
1413,1413,0.31628,32.58219,232422,capital of a political entity,PPLC,"Entebbe, Uganda to Kampala, Uganda; Munyonyo, Uganda"
1414,1414,0.33508,32.58313,443339,second-order administrative division,ADM2,"Entebbe, Uganda to Kampala, Uganda; Munyonyo, Uganda"
1415,1415,0.23763,32.47836,448224,second-order administrative division,ADM2,"Entebbe, Uganda to Kampala, Uganda; Munyonyo, Uganda"
1416,1416,0.04239,32.4435,6297374,airport,AIRP,"Entebbe, Uganda to Kampala, Uganda; Munyonyo, Uganda"
1418,1418,0.31628,32.58219,232422,capital of a political entity,PPLC,"Mandela National Stadium, Namboole, Uganda"
1419,1419,-20.18972,57.71444,934631,seat of a first-order administrative division,PPLA,Central Flacq
1420,1420,-20.19183,57.71898,8533107,hospital,HSP,Central Flacq
1427,1427,-6.82102,37.66122,153220,seat of a first-order administrative division,PPLA,"Cholima, Dakawa, Mvomero District, Morogoro Region,"
1429,1429,-6.82349,39.26951,160263,seat of a first-order administrative division,PPLA,Dar es Salaam
1430,1430,-6.56667,38.3,152948,populated place,PPL,Msoga
1434,1434,10.81667,-12.7,2416444,populated place,PPL,"Pita, Guinea"
1441,1441,11.1,-10.11667,2418363,populated place,PPL,Labe; Conakry
1442,1442,9.53795,-13.67729,2422465,capital of a political entity,PPLC,Labe; Conakry
1444,1444,-0.79,35.35,7667666,first-order administrative division,ADM1,Bomet
1447,1447,0.5,35.31667,178837,first-order administrative division,ADM1,border of Western Province and Rift Valley Province
1448,1448,-0.069,34.64,191242,first-order administrative division,ADM1,border of Western Province and Rift Valley Province
1449,1449,-0.10221,34.76171,191245,seat of a first-order administrative division,PPLA,border of Western Province and Rift Valley Province
1450,1450,0.52036,35.26993,198629,seat of a first-order administrative division,PPLA,border of Western Province and Rift Valley Province
1451,1451,0.5,36.0,400744,historical first-order administrative division,ADM1H,border of Western Province and Rift Valley Province
1452,1452,0.5,34.58333,400743,historical first-order administrative division,ADM1H,border of Western Province and Rift Valley Province
1469,1469,-3.0,39.5,199247,historical first-order administrative division,ADM1H,Rabai - Malindi - Garsen - Lamu
1471,1471,-25.74486,28.18783,964137,capital of a political entity,PPLC,Tshwane University of Technology
1472,1472,-25.7322,28.1617,8468909,university,UNIV,Tshwane University of Technology
1478,1478,-17.82772,31.05337,890299,capital of a political entity,PPLC,"Harare, Zimbabwe"
1481,1481,-2.5805,29.716,383968,populated place,PPL,"Huye District, Southern Province, Rwanda"
1482,1482,-2.582,29.702,8378550,historical second-order administrative division,ADM2H,"Huye District, Southern Province, Rwanda"
1490,1490,-17.82772,31.05337,890299,capital of a political entity,PPLC,"Harare, Zimbabwe"
1494,1494,-1.41846,30.4129,8354638,historical first-order administrative division,ADM1H,Umutara 
1496,1496,-1.91667,30.08333,6413338,first-order administrative division,ADM1,Nyarutarama and Kinyinya
1497,1497,-1.9428,30.1721,202457,populated place,PPL,Nyarutarama and Kinyinya
1498,1498,-1.9077,30.1106,202776,populated locality,PPLL,Nyarutarama and Kinyinya
1499,1499,-1.9396,30.1017,7595607,populated locality,PPLL,Nyarutarama and Kinyinya
1500,1500,-17.82772,31.05337,890299,capital of a political entity,PPLC,"Harare, Zimbabwe"
1501,1501,-17.82772,31.05337,890299,capital of a political entity,PPLC,"Harare, Zimbabwe"
1514,1514,-4.26613,15.28318,2260535,capital of a political entity,PPLC,Brazzaville
1522,1522,0.43902,33.20317,233114,seat of a first-order administrative division,PPLA,Jinja
1523,1523,0.33957,32.62627,7732387,fourth-order administrative division,ADM4,Nakawa
1524,1524,0.31628,32.58219,232422,capital of a political entity,PPLC,"Namboole, Bweyogerere"
1529,1529,0.06444,32.44694,233508,populated place,PPL,"Kampala, Entebbe etc"
1530,1530,0.31628,32.58219,232422,capital of a political entity,PPLC,"Kampala, Entebbe etc"
1531,1531,1.016,34.191,443353,second-order administrative division,ADM2,"Kampala, Entebbe etc"
1532,1532,0.75,34.08333,443366,second-order administrative division,ADM2,"Kampala, Entebbe etc"
1536,1536,-17.82772,31.05337,890299,capital of a political entity,PPLC,"University of Zimbabwe; Harare, Zimbabwe"
1539,1539,-17.82772,31.05337,890299,capital of a political entity,PPLC,"Zimbabwe National Sports Stadium, Harare, Zimbabwe"
1542,1542,-17.82772,31.05337,890299,capital of a political entity,PPLC,Women
1544,1544,-4.375,15.97,2314300,first-order administrative division,ADM1,"Ngiri-Ngiri, Kinshasa"
1545,1545,-4.3575,15.29833,8449787,populated place,PPL,"Ngiri-Ngiri, Kinshasa"
1549,1549,-17.82772,31.05337,890299,capital of a political entity,PPLC,"Harare, Zimbabwe"
1550,1550,-17.784,31.053,8468807,university,UNIV,"Harare, Zimbabwe"
1554,1554,0.51528,25.19099,212730,seat of a first-order administrative division,PPLA,"Kisangani, Orientale"
1556,1556,-19.33018,48.97791,1054257,populated place,PPL,"Ambovombe, Mahitsy, Sambava, Vatomandry"
1557,1557,-23.16667,47.41667,1061959,populated place,PPL,"Ambovombe, Mahitsy, Sambava, Vatomandry"
1558,1558,-14.26667,50.16667,1056899,seat of a first-order administrative division,PPLA,"Ambovombe, Mahitsy, Sambava, Vatomandry"
1559,1559,-25.17838,46.08722,1079048,seat of a first-order administrative division,PPLA,"Ambovombe, Mahitsy, Sambava, Vatomandry"
1569,1569,-16.7,31.2,886843,first-order administrative division,ADM1,"Grace Mugabe Foundation Primary School, Mazowe, Zimbabwe"
1570,1570,-17.2808,30.93231,886383,second-order administrative division,ADM2,"Grace Mugabe Foundation Primary School, Mazowe, Zimbabwe"
1571,1571,11.52222,42.84194,225037,seat of a first-order administrative division,PPLA,Arta
1574,1574,-20.2275,57.4925,934347,populated place,PPL,EbÍÎne
1575,1575,-20.24494,57.49163,1106748,populated place,PPL,EbÍÎne
1576,1576,-20.22473,57.49658,8533108,radio station,STNR,EbÍÎne
1582,1582,-17.82772,31.05337,890299,capital of a political entity,PPLC,"Gwebi Agricultural College, Zimbabwe"
1583,1583,-17.68333,30.86667,890483,college,SCHC,"Gwebi Agricultural College, Zimbabwe"
1585,1585,-17.82772,31.05337,890299,capital of a political entity,PPLC,"Mashambanzou Care Trust, Harare, Zimbabwe"
1586,1586,-17.90758,31.00061,8533063,clinic,HSPC,"Mashambanzou Care Trust, Harare, Zimbabwe"
1587,1587,-17.88056,30.97444,1085503,section of populated place,PPLX,"Willowvale, Harare, Zimbabwe"
1591,1591,-20.16667,57.525,934153,first-order administrative division,ADM1,Port Louis
1592,1592,-20.25,57.56667,934275,first-order administrative division,ADM1,Port Louis
1593,1593,-20.23333,57.71667,934522,first-order administrative division,ADM1,Port Louis
1594,1594,-20.22611,57.73611,1106660,populated place,PPL,Port Louis
1595,1595,-20.24494,57.49163,1106748,populated place,PPL,Port Louis
1596,1596,-20.18694,57.4875,1106802,populated place,PPL,Port Louis
1597,1597,-20.20619,57.48553,8533136,populated place,PPL,Port Louis
1598,1598,-20.22833,57.54389,933933,populated place,PPL,Port Louis
1599,1599,-20.12611,57.52444,933974,populated place,PPL,Port Louis
1600,1600,-20.02083,57.57222,933998,populated place,PPL,Port Louis
1601,1601,-20.2275,57.4925,934347,populated place,PPL,Port Louis
1602,1602,-20.06444,57.62583,934511,populated place,PPL,Port Louis
1603,1603,-20.16194,57.49889,934154,capital of a political entity,PPLC,Port Louis
1604,1604,-20.18972,57.71444,934631,seat of a first-order administrative division,PPLA,Port Louis
1605,1605,-20.15722,57.48528,934639,harbor(s),HBR,Port Louis
1606,1606,-20.19443,57.48339,8533135,road junction,RDJCT,Port Louis
1607,1607,-18.30404,31.19832,887854,populated place,PPL,"Mahusekwa, Mashonaland East, Zimbabwe"
